Sexo;Edad;Nivel de formación alcanzado;Periodo;Total
Ambos sexos;De 16 a 19 años;Analfabetos;2023T3;..
Ambos sexos;De 16 a 19 años;Analfabetos;2023T2;..
Ambos sexos;De 16 a 19 años;Analfabetos;2023T1;..
Ambos sexos;De 16 a 19 años;Analfabetos;2022T4;..
Ambos sexos;De 16 a 19 años;Analfabetos;2022T3;..
Ambos sexos;De 16 a 19 años;Analfabetos;2022T2;..
Ambos sexos;De 16 a 19 años;Analfabetos;2022T1;..
Ambos sexos;De 16 a 19 años;Analfabetos;2021T4;..
Ambos sexos;De 16 a 19 años;Analfabetos;2021T3;..
Ambos sexos;De 16 a 19 años;Analfabetos;2021T2;..
Ambos sexos;De 16 a 19 años;Analfabetos;2021T1;..
Ambos sexos;De 16 a 19 años;Analfabetos;2020T4;0
Ambos sexos;De 16 a 19 años;Analfabetos;2020T3;0
Ambos sexos;De 16 a 19 años;Analfabetos;2020T2;0
Ambos sexos;De 16 a 19 años;Analfabetos;2020T1;0
Ambos sexos;De 16 a 19 años;Analfabetos;2019T4;0
Ambos sexos;De 16 a 19 años;Analfabetos;2019T3;0
Ambos sexos;De 16 a 19 años;Analfabetos;2019T2;0
Ambos sexos;De 16 a 19 años;Analfabetos;2019T1;0
Ambos sexos;De 16 a 19 años;Analfabetos;2018T4;0
Ambos sexos;De 16 a 19 años;Analfabetos;2018T3;0
Ambos sexos;De 16 a 19 años;Analfabetos;2018T2;0
Ambos sexos;De 16 a 19 años;Analfabetos;2018T1;0
Ambos sexos;De 16 a 19 años;Analfabetos;2017T4;0
Ambos sexos;De 16 a 19 años;Analfabetos;2017T3;0
Ambos sexos;De 16 a 19 años;Analfabetos;2017T2;0
Ambos sexos;De 16 a 19 años;Analfabetos;2017T1;0
Ambos sexos;De 16 a 19 años;Analfabetos;2016T4;0
Ambos sexos;De 16 a 19 años;Analfabetos;2016T3;0
Ambos sexos;De 16 a 19 años;Analfabetos;2016T2;0
Ambos sexos;De 16 a 19 años;Analfabetos;2016T1;0
Ambos sexos;De 16 a 19 años;Analfabetos;2015T4;0
Ambos sexos;De 16 a 19 años;Analfabetos;2015T3;0
Ambos sexos;De 16 a 19 años;Analfabetos;2015T2;0
Ambos sexos;De 16 a 19 años;Analfabetos;2015T1;0
Ambos sexos;De 16 a 19 años;Analfabetos;2014T4;0
Ambos sexos;De 16 a 19 años;Analfabetos;2014T3;0
Ambos sexos;De 16 a 19 años;Analfabetos;2014T2;0
Ambos sexos;De 16 a 19 años;Analfabetos;2014T1;0
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2025T1;1,3
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2024T4;1,8
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2024T3;0,2
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2024T2;0,8
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2024T1;0,1
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2023T4;..
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2023T3;..
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2023T2;..
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2023T1;0,2
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2022T4;..
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2022T3;1,3
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2022T2;0,1
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2022T1;0,4
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2021T4;0,7
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2021T3;..
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2021T2;0,9
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2021T1;0,9
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2020T4;1,8
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2020T3;0
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2020T2;1,7
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2020T1;0,3
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2019T4;0,2
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2019T3;0,7
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2019T2;1,1
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2019T1;1,4
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2018T4;1,3
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2018T3;0,6
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2018T2;0,6
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2018T1;2,2
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2017T4;1,8
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2017T3;0,4
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2017T2;0,4
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2017T1;0,6
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2016T4;0,6
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2016T3;0,7
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2016T2;1,1
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2016T1;0,5
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2015T4;0,3
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2015T3;0,8
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2015T2;0,5
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2015T1;1,6
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2014T4;0,2
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2014T3;0,5
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2014T2;0,3
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2014T1;0,3
Ambos sexos;De 16 a 19 años;Educación primaria;2025T1;11,3
Ambos sexos;De 16 a 19 años;Educación primaria;2024T4;10,6
Ambos sexos;De 16 a 19 años;Educación primaria;2024T3;7,6
Ambos sexos;De 16 a 19 años;Educación primaria;2024T2;9,8
Ambos sexos;De 16 a 19 años;Educación primaria;2024T1;8,7
Ambos sexos;De 16 a 19 años;Educación primaria;2023T4;11,7
Ambos sexos;De 16 a 19 años;Educación primaria;2023T3;10,1
Ambos sexos;De 16 a 19 años;Educación primaria;2023T2;14,1
Ambos sexos;De 16 a 19 años;Educación primaria;2023T1;16
Ambos sexos;De 16 a 19 años;Educación primaria;2022T4;14
Ambos sexos;De 16 a 19 años;Educación primaria;2022T3;13,7
Ambos sexos;De 16 a 19 años;Educación primaria;2022T2;14
Ambos sexos;De 16 a 19 años;Educación primaria;2022T1;14
Ambos sexos;De 16 a 19 años;Educación primaria;2021T4;11,3
Ambos sexos;De 16 a 19 años;Educación primaria;2021T3;13,7
Ambos sexos;De 16 a 19 años;Educación primaria;2021T2;6,9
Ambos sexos;De 16 a 19 años;Educación primaria;2021T1;13,2
Ambos sexos;De 16 a 19 años;Educación primaria;2020T4;12
Ambos sexos;De 16 a 19 años;Educación primaria;2020T3;11,4
Ambos sexos;De 16 a 19 años;Educación primaria;2020T2;13
Ambos sexos;De 16 a 19 años;Educación primaria;2020T1;17,4
Ambos sexos;De 16 a 19 años;Educación primaria;2019T4;14,1
Ambos sexos;De 16 a 19 años;Educación primaria;2019T3;15,9
Ambos sexos;De 16 a 19 años;Educación primaria;2019T2;13,3
Ambos sexos;De 16 a 19 años;Educación primaria;2019T1;16,7
Ambos sexos;De 16 a 19 años;Educación primaria;2018T4;16,3
Ambos sexos;De 16 a 19 años;Educación primaria;2018T3;16,5
Ambos sexos;De 16 a 19 años;Educación primaria;2018T2;18,4
Ambos sexos;De 16 a 19 años;Educación primaria;2018T1;17,5
Ambos sexos;De 16 a 19 años;Educación primaria;2017T4;19,4
Ambos sexos;De 16 a 19 años;Educación primaria;2017T3;19,2
Ambos sexos;De 16 a 19 años;Educación primaria;2017T2;21,7
Ambos sexos;De 16 a 19 años;Educación primaria;2017T1;20
Ambos sexos;De 16 a 19 años;Educación primaria;2016T4;16,7
Ambos sexos;De 16 a 19 años;Educación primaria;2016T3;15,8
Ambos sexos;De 16 a 19 años;Educación primaria;2016T2;23,7
Ambos sexos;De 16 a 19 años;Educación primaria;2016T1;24,8
Ambos sexos;De 16 a 19 años;Educación primaria;2015T4;21,5
Ambos sexos;De 16 a 19 años;Educación primaria;2015T3;20,6
Ambos sexos;De 16 a 19 años;Educación primaria;2015T2;26
Ambos sexos;De 16 a 19 años;Educación primaria;2015T1;27,4
Ambos sexos;De 16 a 19 años;Educación primaria;2014T4;25,4
Ambos sexos;De 16 a 19 años;Educación primaria;2014T3;24,6
Ambos sexos;De 16 a 19 años;Educación primaria;2014T2;18,5
Ambos sexos;De 16 a 19 años;Educación primaria;2014T1;21,4
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2025T1;50,4
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2024T4;50,6
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2024T3;82,3
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2024T2;81,3
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2024T1;67,2
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2023T4;58,8
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2023T3;73
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2023T2;56,8
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2023T1;62,6
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2022T4;64,7
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2022T3;78,7
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2022T2;82,7
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2022T1;67,3
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2021T4;65,4
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2021T3;77,5
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2021T2;80,5
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2021T1;61,1
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2020T4;66,4
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2020T3;82,3
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2020T2;63,2
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2020T1;65,2
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2019T4;70,6
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2019T3;68
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2019T2;68
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2019T1;70,7
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2018T4;68,9
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2018T3;78,1
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2018T2;75,8
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2018T1;75,4
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2017T4;82,9
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2017T3;90,7
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2017T2;85
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2017T1;84,7
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2016T4;87,2
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2016T3;86,6
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2016T2;89,3
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2016T1;90
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2015T4;93
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2015T3;110
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2015T2;109,4
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2015T1;103,2
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2014T4;98,1
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2014T3;111,6
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2014T2;115
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2014T1;111,9
Ambos sexos;De 16 a 19 años;Segunda etapa de educación secundaria, con orientación general;2025T1;26,8
Ambos sexos;De 16 a 19 años;Segunda etapa de educación secundaria, con orientación general;2024T4;30,2
Ambos sexos;De 16 a 19 años;Segunda etapa de educación secundaria, con orientación general;2024T3;40
Ambos sexos;De 16 a 19 años;Segunda etapa de educación secundaria, con orientación general;2024T2;45
Ambos sexos;De 16 a 19 años;Segunda etapa de educación secundaria, con orientación general;2024T1;23,1
Ambos sexos;De 16 a 19 años;Segunda etapa de educación secundaria, con orientación general;2023T4;30,1
Ambos sexos;De 16 a 19 años;Segunda etapa de educación secundaria, con orientación general;2023T3;43,7
Ambos sexos;De 16 a 19 años;Segunda etapa de educación secundaria, con orientación general;2023T2;32
Ambos sexos;De 16 a 19 años;Segunda etapa de educación secundaria, con orientación general;2023T1;21,8
Ambos sexos;De 16 a 19 años;Segunda etapa de educación secundaria, con orientación general;2022T4;20,3
Ambos sexos;De 16 a 19 años;Segunda etapa de educación secundaria, con orientación general;2022T3;32,5
Ambos sexos;De 16 a 19 años;Segunda etapa de educación secundaria, con orientación general;2022T2;34,5
Ambos sexos;De 16 a 19 años;Segunda etapa de educación secundaria, con orientación general;2022T1;17,6
Ambos sexos;De 16 a 19 años;Segunda etapa de educación secundaria, con orientación general;2021T4;26
Ambos sexos;De 16 a 19 años;Segunda etapa de educación secundaria, con orientación general;2021T3;31,5
Ambos sexos;De 16 a 19 años;Segunda etapa de educación secundaria, con orientación general;2021T2;36,9
Ambos sexos;De 16 a 19 años;Segunda etapa de educación secundaria, con orientación general;2021T1;25,2
Ambos sexos;De 16 a 19 años;Segunda etapa de educación secundaria, con orientación general;2020T4;33,9
Ambos sexos;De 16 a 19 años;Segunda etapa de educación secundaria, con orientación general;2020T3;36
Ambos sexos;De 16 a 19 años;Segunda etapa de educación secundaria, con orientación general;2020T2;15,8
Ambos sexos;De 16 a 19 años;Segunda etapa de educación secundaria, con orientación general;2020T1;17,6
Ambos sexos;De 16 a 19 años;Segunda etapa de educación secundaria, con orientación general;2019T4;18,2
Ambos sexos;De 16 a 19 años;Segunda etapa de educación secundaria, con orientación general;2019T3;29
Ambos sexos;De 16 a 19 años;Segunda etapa de educación secundaria, con orientación general;2019T2;27,1
Ambos sexos;De 16 a 19 años;Segunda etapa de educación secundaria, con orientación general;2019T1;21,7
Ambos sexos;De 16 a 19 años;Segunda etapa de educación secundaria, con orientación general;2018T4;22,1
Ambos sexos;De 16 a 19 años;Segunda etapa de educación secundaria, con orientación general;2018T3;27,8
Ambos sexos;De 16 a 19 años;Segunda etapa de educación secundaria, con orientación general;2018T2;27,5
Ambos sexos;De 16 a 19 años;Segunda etapa de educación secundaria, con orientación general;2018T1;21,9
Ambos sexos;De 16 a 19 años;Segunda etapa de educación secundaria, con orientación general;2017T4;22,1
Ambos sexos;De 16 a 19 años;Segunda etapa de educación secundaria, con orientación general;2017T3;26,2
Ambos sexos;De 16 a 19 años;Segunda etapa de educación secundaria, con orientación general;2017T2;23,6
Ambos sexos;De 16 a 19 años;Segunda etapa de educación secundaria, con orientación general;2017T1;18,1
Ambos sexos;De 16 a 19 años;Segunda etapa de educación secundaria, con orientación general;2016T4;21,6
Ambos sexos;De 16 a 19 años;Segunda etapa de educación secundaria, con orientación general;2016T3;29,1
Ambos sexos;De 16 a 19 años;Segunda etapa de educación secundaria, con orientación general;2016T2;19,2
Ambos sexos;De 16 a 19 años;Segunda etapa de educación secundaria, con orientación general;2016T1;16,9
Ambos sexos;De 16 a 19 años;Segunda etapa de educación secundaria, con orientación general;2015T4;21,8
Ambos sexos;De 16 a 19 años;Segunda etapa de educación secundaria, con orientación general;2015T3;32,2
Ambos sexos;De 16 a 19 años;Segunda etapa de educación secundaria, con orientación general;2015T2;26,3
Ambos sexos;De 16 a 19 años;Segunda etapa de educación secundaria, con orientación general;2015T1;24,6
Ambos sexos;De 16 a 19 años;Segunda etapa de educación secundaria, con orientación general;2014T4;29
