Sexo;Edad;Estado civil;Periodo;Total
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2006T2;102,4
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2006T1;112,7
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2005T4;97,9
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2005T3;88,9
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2005T2;115,4
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2005T1;111,3
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2004T4;104,9
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2004T3;119,5
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2004T2;117
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2004T1;111,1
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2003T4;98,5
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2003T3;88,3
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2003T2;94,2
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2003T1;95,5
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2002T4;98
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2002T3;86,9
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2002T2;92,7
Ambos sexos;Total;Separados/Separadas o Divorciados/Divorciadas;2002T1;93,5
Ambos sexos;De 16 a 19 años;Total;2025T1;104,3
Ambos sexos;De 16 a 19 años;Total;2024T4;116,3
Ambos sexos;De 16 a 19 años;Total;2024T3;149,1
Ambos sexos;De 16 a 19 años;Total;2024T2;148,4
Ambos sexos;De 16 a 19 años;Total;2024T1;116,3
Ambos sexos;De 16 a 19 años;Total;2023T4;118,1
Ambos sexos;De 16 a 19 años;Total;2023T3;148,7
Ambos sexos;De 16 a 19 años;Total;2023T2;124,8
Ambos sexos;De 16 a 19 años;Total;2023T1;115,6
Ambos sexos;De 16 a 19 años;Total;2022T4;109,6
Ambos sexos;De 16 a 19 años;Total;2022T3;143,7
Ambos sexos;De 16 a 19 años;Total;2022T2;147,3
Ambos sexos;De 16 a 19 años;Total;2022T1;117,1
Ambos sexos;De 16 a 19 años;Total;2021T4;120,8
Ambos sexos;De 16 a 19 años;Total;2021T3;141,4
Ambos sexos;De 16 a 19 años;Total;2021T2;144,9
Ambos sexos;De 16 a 19 años;Total;2021T1;115,7
Ambos sexos;De 16 a 19 años;Total;2020T4;131,1
Ambos sexos;De 16 a 19 años;Total;2020T3;150,2
Ambos sexos;De 16 a 19 años;Total;2020T2;108,2
Ambos sexos;De 16 a 19 años;Total;2020T1;116,5
Ambos sexos;De 16 a 19 años;Total;2019T4;114,7
Ambos sexos;De 16 a 19 años;Total;2019T3;130,1
Ambos sexos;De 16 a 19 años;Total;2019T2;128,9
Ambos sexos;De 16 a 19 años;Total;2019T1;123,3
Ambos sexos;De 16 a 19 años;Total;2018T4;120,1
Ambos sexos;De 16 a 19 años;Total;2018T3;137,8
Ambos sexos;De 16 a 19 años;Total;2018T2;139,7
Ambos sexos;De 16 a 19 años;Total;2018T1;132,8
Ambos sexos;De 16 a 19 años;Total;2017T4;140,2
Ambos sexos;De 16 a 19 años;Total;2017T3;150,3
Ambos sexos;De 16 a 19 años;Total;2017T2;141,1
Ambos sexos;De 16 a 19 años;Total;2017T1;134,5
Ambos sexos;De 16 a 19 años;Total;2016T4;137,5
Ambos sexos;De 16 a 19 años;Total;2016T3;146,3
Ambos sexos;De 16 a 19 años;Total;2016T2;147,8
Ambos sexos;De 16 a 19 años;Total;2016T1;143,6
Ambos sexos;De 16 a 19 años;Total;2015T4;155,1
Ambos sexos;De 16 a 19 años;Total;2015T3;185,9
Ambos sexos;De 16 a 19 años;Total;2015T2;177,3
Ambos sexos;De 16 a 19 años;Total;2015T1;170,8
Ambos sexos;De 16 a 19 años;Total;2014T4;168,2
Ambos sexos;De 16 a 19 años;Total;2014T3;183,6
Ambos sexos;De 16 a 19 años;Total;2014T2;171,2
Ambos sexos;De 16 a 19 años;Total;2014T1;169,5
Ambos sexos;De 16 a 19 años;Total;2013T4;201,1
Ambos sexos;De 16 a 19 años;Total;2013T3;232,8
Ambos sexos;De 16 a 19 años;Total;2013T2;205
Ambos sexos;De 16 a 19 años;Total;2013T1;206,8
Ambos sexos;De 16 a 19 años;Total;2012T4;194,2
Ambos sexos;De 16 a 19 años;Total;2012T3;242,5
Ambos sexos;De 16 a 19 años;Total;2012T2;236,5
Ambos sexos;De 16 a 19 años;Total;2012T1;214,7
Ambos sexos;De 16 a 19 años;Total;2011T4;208
Ambos sexos;De 16 a 19 años;Total;2011T3;238,1
Ambos sexos;De 16 a 19 años;Total;2011T2;220,7
Ambos sexos;De 16 a 19 años;Total;2011T1;216,4
Ambos sexos;De 16 a 19 años;Total;2010T4;219,2
Ambos sexos;De 16 a 19 años;Total;2010T3;245,8
Ambos sexos;De 16 a 19 años;Total;2010T2;259,2
Ambos sexos;De 16 a 19 años;Total;2010T1;233,8
Ambos sexos;De 16 a 19 años;Total;2009T4;220,7
Ambos sexos;De 16 a 19 años;Total;2009T3;263
Ambos sexos;De 16 a 19 años;Total;2009T2;266,4
Ambos sexos;De 16 a 19 años;Total;2009T1;258,4
Ambos sexos;De 16 a 19 años;Total;2008T4;228
Ambos sexos;De 16 a 19 años;Total;2008T3;230,9
Ambos sexos;De 16 a 19 años;Total;2008T2;224,4
Ambos sexos;De 16 a 19 años;Total;2008T1;172,1
Ambos sexos;De 16 a 19 años;Total;2007T4;164,1
Ambos sexos;De 16 a 19 años;Total;2007T3;169
Ambos sexos;De 16 a 19 años;Total;2007T2;165,8
Ambos sexos;De 16 a 19 años;Total;2007T1;141,5
Ambos sexos;De 16 a 19 años;Total;2006T4;165,4
Ambos sexos;De 16 a 19 años;Total;2006T3;149,9
Ambos sexos;De 16 a 19 años;Total;2006T2;170,4
Ambos sexos;De 16 a 19 años;Total;2006T1;149,4
Ambos sexos;De 16 a 19 años;Total;2005T4;144,7
Ambos sexos;De 16 a 19 años;Total;2005T3;159,9
Ambos sexos;De 16 a 19 años;Total;2005T2;171,9
Ambos sexos;De 16 a 19 años;Total;2005T1;158,5
Ambos sexos;De 16 a 19 años;Total;2004T4;139,2
Ambos sexos;De 16 a 19 años;Total;2004T3;154,9
Ambos sexos;De 16 a 19 años;Total;2004T2;150,9
Ambos sexos;De 16 a 19 años;Total;2004T1;150
Ambos sexos;De 16 a 19 años;Total;2003T4;155,1
Ambos sexos;De 16 a 19 años;Total;2003T3;165,9
Ambos sexos;De 16 a 19 años;Total;2003T2;169,3
Ambos sexos;De 16 a 19 años;Total;2003T1;160,5
Ambos sexos;De 16 a 19 años;Total;2002T4;156,7
Ambos sexos;De 16 a 19 años;Total;2002T3;162,2
Ambos sexos;De 16 a 19 años;Total;2002T2;145,5
Ambos sexos;De 16 a 19 años;Total;2002T1;144,5
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2025T1;103,3
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2024T4;116,3
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2024T3;148,8
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2024T2;148,4
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2024T1;116,3
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2023T4;117,8
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2023T3;148,7
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2023T2;124,8
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2023T1;115,6
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2022T4;109,6
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2022T3;143,7
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2022T2;147
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2022T1;117
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2021T4;120,5
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2021T3;141
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2021T2;144,2
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2021T1;114,6
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2020T4;130,5
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2020T3;149,7
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2020T2;108
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2020T1;115,9
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2019T4;113,4
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2019T3;130,1
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2019T2;128,7
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2019T1;123
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2018T4;119,6
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2018T3;137
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2018T2;139,3
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2018T1;131,7
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2017T4;138,2
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2017T3;149,9
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2017T2;140,4
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2017T1;134
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2016T4;136,4
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2016T3;143,5
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2016T2;146
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2016T1;140,9
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2015T4;152,2
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2015T3;184,6
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2015T2;175
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2015T1;168,4
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2014T4;166,9
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2014T3;182,9
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2014T2;170,9
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2014T1;169,1
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2013T4;199,1
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2013T3;230,5
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2013T2;203,3
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2013T1;204,9
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2012T4;191,1
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2012T3;239,7
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2012T2;235,5
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2012T1;212,9
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2011T4;207,3
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2011T3;236,6
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2011T2;219,2
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2011T1;215,2
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2010T4;217,6
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2010T3;244,5
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2010T2;256,6
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2010T1;232
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2009T4;219,6
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2009T3;261,5
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2009T2;263,1
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2009T1;256,5
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2008T4;226,1
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2008T3;228,1
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2008T2;221,5
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2008T1;171
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2007T4;163,1
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2007T3;167,8
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2007T2;165,6
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2007T1;138,7
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2006T4;161,2
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2006T3;149,2
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2006T2;168,8
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2006T1;146,5
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2005T4;142,7
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2005T3;156,5
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2005T2;171,3
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2005T1;157,3
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2004T4;137,5
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2004T3;151,4
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2004T2;143,4
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2004T1;146,2
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2003T4;149
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2003T3;161,1
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2003T2;164,3
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2003T1;158,3
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2002T4;154,1
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2002T3;160,2
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2002T2;143,2
Ambos sexos;De 16 a 19 años;Solteros/Solteras;2002T1;141,1
Ambos sexos;De 16 a 19 años;Casados/Casadas;2025T1;1
Ambos sexos;De 16 a 19 años;Casados/Casadas;2024T4;..
Ambos sexos;De 16 a 19 años;Casados/Casadas;2024T3;0,3
Ambos sexos;De 16 a 19 años;Casados/Casadas;2024T2;..
Ambos sexos;De 16 a 19 años;Casados/Casadas;2024T1;..
Ambos sexos;De 16 a 19 años;Casados/Casadas;2023T4;0,3
Ambos sexos;De 16 a 19 años;Casados/Casadas;2023T3;..
Ambos sexos;De 16 a 19 años;Casados/Casadas;2023T2;..
Ambos sexos;De 16 a 19 años;Casados/Casadas;2023T1;..
Ambos sexos;De 16 a 19 años;Casados/Casadas;2022T4;..
Ambos sexos;De 16 a 19 años;Casados/Casadas;2022T3;..
Ambos sexos;De 16 a 19 años;Casados/Casadas;2022T2;0,3
Ambos sexos;De 16 a 19 años;Casados/Casadas;2022T1;..
Ambos sexos;De 16 a 19 años;Casados/Casadas;2021T4;0,3
Ambos sexos;De 16 a 19 años;Casados/Casadas;2021T3;0,4
Ambos sexos;De 16 a 19 años;Casados/Casadas;2021T2;0,7
Ambos sexos;De 16 a 19 años;Casados/Casadas;2021T1;1,2
Ambos sexos;De 16 a 19 años;Casados/Casadas;2020T4;0,6
Ambos sexos;De 16 a 19 años;Casados/Casadas;2020T3;0,4
Ambos sexos;De 16 a 19 años;Casados/Casadas;2020T2;0,3
Ambos sexos;De 16 a 19 años;Casados/Casadas;2020T1;0,7
Ambos sexos;De 16 a 19 años;Casados/Casadas;2019T4;1,2
Ambos sexos;De 16 a 19 años;Casados/Casadas;2019T3;0
Ambos sexos;De 16 a 19 años;Casados/Casadas;2019T2;0,1
Ambos sexos;De 16 a 19 años;Casados/Casadas;2019T1;0,2
Ambos sexos;De 16 a 19 años;Casados/Casadas;2018T4;0,4
Ambos sexos;De 16 a 19 años;Casados/Casadas;2018T3;0,8
Ambos sexos;De 16 a 19 años;Casados/Casadas;2018T2;0,4
Ambos sexos;De 16 a 19 años;Casados/Casadas;2018T1;0,4
Ambos sexos;De 16 a 19 años;Casados/Casadas;2017T4;2
Ambos sexos;De 16 a 19 años;Casados/Casadas;2017T3;0,4
Ambos sexos;De 16 a 19 años;Casados/Casadas;2017T2;0,7
Ambos sexos;De 16 a 19 años;Casados/Casadas;2017T1;0,4
Ambos sexos;De 16 a 19 años;Casados/Casadas;2016T4;1,1
Ambos sexos;De 16 a 19 años;Casados/Casadas;2016T3;2,7
Ambos sexos;De 16 a 19 años;Casados/Casadas;2016T2;1,8
Ambos sexos;De 16 a 19 años;Casados/Casadas;2016T1;2,8
Ambos sexos;De 16 a 19 años;Casados/Casadas;2015T4;2,1
Ambos sexos;De 16 a 19 años;Casados/Casadas;2015T3;0,6
Ambos sexos;De 16 a 19 años;Casados/Casadas;2015T2;2,3
Ambos sexos;De 16 a 19 años;Casados/Casadas;2015T1;2,4
Ambos sexos;De 16 a 19 años;Casados/Casadas;2014T4;1,3
Ambos sexos;De 16 a 19 años;Casados/Casadas;2014T3;0,8
Ambos sexos;De 16 a 19 años;Casados/Casadas;2014T2;0,2
Ambos sexos;De 16 a 19 años;Casados/Casadas;2014T1;0,4
Ambos sexos;De 16 a 19 años;Casados/Casadas;2013T4;2
Ambos sexos;De 16 a 19 años;Casados/Casadas;2013T3;2,3
Ambos sexos;De 16 a 19 años;Casados/Casadas;2013T2;1,7
Ambos sexos;De 16 a 19 años;Casados/Casadas;2013T1;1,9
Ambos sexos;De 16 a 19 años;Casados/Casadas;2012T4;3,1
Ambos sexos;De 16 a 19 años;Casados/Casadas;2012T3;2,3
Ambos sexos;De 16 a 19 años;Casados/Casadas;2012T2;1,1
Ambos sexos;De 16 a 19 años;Casados/Casadas;2012T1;1,8
Ambos sexos;De 16 a 19 años;Casados/Casadas;2011T4;0,7
Ambos sexos;De 16 a 19 años;Casados/Casadas;2011T3;1,4
Ambos sexos;De 16 a 19 años;Casados/Casadas;2011T2;1,5
Ambos sexos;De 16 a 19 años;Casados/Casadas;2011T1;1,2
Ambos sexos;De 16 a 19 años;Casados/Casadas;2010T4;1,7
Ambos sexos;De 16 a 19 años;Casados/Casadas;2010T3;1,4
Ambos sexos;De 16 a 19 años;Casados/Casadas;2010T2;2,6
Ambos sexos;De 16 a 19 años;Casados/Casadas;2010T1;1,8
Ambos sexos;De 16 a 19 años;Casados/Casadas;2009T4;1,2
Ambos sexos;De 16 a 19 años;Casados/Casadas;2009T3;1,5
Ambos sexos;De 16 a 19 años;Casados/Casadas;2009T2;3,3
Ambos sexos;De 16 a 19 años;Casados/Casadas;2009T1;2
Ambos sexos;De 16 a 19 años;Casados/Casadas;2008T4;1,9
Ambos sexos;De 16 a 19 años;Casados/Casadas;2008T3;2,8
Ambos sexos;De 16 a 19 años;Casados/Casadas;2008T2;3
Ambos sexos;De 16 a 19 años;Casados/Casadas;2008T1;1,2
Ambos sexos;De 16 a 19 años;Casados/Casadas;2007T4;1
Ambos sexos;De 16 a 19 años;Casados/Casadas;2007T3;1,2
Ambos sexos;De 16 a 19 años;Casados/Casadas;2007T2;0,2
Ambos sexos;De 16 a 19 años;Casados/Casadas;2007T1;2,9
Ambos sexos;De 16 a 19 años;Casados/Casadas;2006T4;4,2
Ambos sexos;De 16 a 19 años;Casados/Casadas;2006T3;0,7
Ambos sexos;De 16 a 19 años;Casados/Casadas;2006T2;1,5
Ambos sexos;De 16 a 19 años;Casados/Casadas;2006T1;2,8
Ambos sexos;De 16 a 19 años;Casados/Casadas;2005T4;1,8
Ambos sexos;De 16 a 19 años;Casados/Casadas;2005T3;3,4
Ambos sexos;De 16 a 19 años;Casados/Casadas;2005T2;0,7
Ambos sexos;De 16 a 19 años;Casados/Casadas;2005T1;0,9
Ambos sexos;De 16 a 19 años;Casados/Casadas;2004T4;1,6
Ambos sexos;De 16 a 19 años;Casados/Casadas;2004T3;3,4
Ambos sexos;De 16 a 19 años;Casados/Casadas;2004T2;7,1
Ambos sexos;De 16 a 19 años;Casados/Casadas;2004T1;3,8
Ambos sexos;De 16 a 19 años;Casados/Casadas;2003T4;6,2
Ambos sexos;De 16 a 19 años;Casados/Casadas;2003T3;4,8
Ambos sexos;De 16 a 19 años;Casados/Casadas;2003T2;5,1
Ambos sexos;De 16 a 19 años;Casados/Casadas;2003T1;2
Ambos sexos;De 16 a 19 años;Casados/Casadas;2002T4;2,6
Ambos sexos;De 16 a 19 años;Casados/Casadas;2002T3;2
Ambos sexos;De 16 a 19 años;Casados/Casadas;2002T2;2,2
Ambos sexos;De 16 a 19 años;Casados/Casadas;2002T1;3,4
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2025T1;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2024T4;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2024T3;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2024T2;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2024T1;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2023T4;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2023T3;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2023T2;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2023T1;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2022T4;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2022T3;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2022T2;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2022T1;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2021T4;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2021T3;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2021T2;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2021T1;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2020T4;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2020T3;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2020T2;0
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2020T1;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2019T4;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2019T3;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2019T2;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2019T1;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2018T4;0
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2018T3;0
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2018T2;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2018T1;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2017T4;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2017T3;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2017T2;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2017T1;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2016T4;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2016T3;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2016T2;0
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2016T1;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2015T4;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2015T3;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2015T2;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2015T1;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2014T4;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2014T3;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2014T2;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2014T1;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2013T4;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2013T3;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2013T2;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2013T1;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2012T4;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2012T3;0,4
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2012T2;0
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2012T1;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2011T4;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2011T3;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2011T2;0
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2011T1;0
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2010T4;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2010T3;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2010T2;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2010T1;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2009T4;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2009T3;0
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2009T2;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2009T1;0
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2008T4;0
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2008T3;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2008T2;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2008T1;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2007T4;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2007T3;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2007T2;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2007T1;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2006T4;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2006T3;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2006T2;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2006T1;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2005T4;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2005T3;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2005T2;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2005T1;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2004T4;0
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2004T3;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2004T2;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2004T1;0
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2003T4;0
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2003T3;0
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2003T2;0
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2003T1;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2002T4;0
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2002T3;..
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2002T2;0
Ambos sexos;De 16 a 19 años;Viudos/Viudas;2002T1;0
Ambos sexos;De 16 a 19 años;Separados/Separadas o Divorciados/Divorciadas;2025T1;..
Ambos sexos;De 16 a 19 años;Separados/Separadas o Divorciados/Divorciadas;2024T4;..
Ambos sexos;De 16 a 19 años;Separados/Separadas o Divorciados/Divorciadas;2024T3;..
Ambos sexos;De 16 a 19 años;Separados/Separadas o Divorciados/Divorciadas;2024T2;..
Ambos sexos;De 16 a 19 años;Separados/Separadas o Divorciados/Divorciadas;2024T1;..
Ambos sexos;De 16 a 19 años;Separados/Separadas o Divorciados/Divorciadas;2023T4;..
Ambos sexos;De 16 a 19 años;Separados/Separadas o Divorciados/Divorciadas;2023T3;..
Ambos sexos;De 16 a 19 años;Separados/Separadas o Divorciados/Divorciadas;2023T2;..
Ambos sexos;De 16 a 19 años;Separados/Separadas o Divorciados/Divorciadas;2023T1;..
